,LATITUDE,LONGITUDE,DATE,TIME,YEAR,ACCIDENT LANE,District,INTERSECTION,VICTIM,VICTIM AGE,VEHTYPE,DRIVACT,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,Cause,Neighbourh
0,43.816245,-79.22759,2012-01-12T05:00:00.000Z,558,2012,Minor Arterial,Scarborough,Intersection,Pedestrian,40 to 44,Other, ,Yes, ,Yes, , ,Rain,Malvern (132)
1,43.637614,-79.447742,2013-11-29T05:00:00.000Z,558,2013,Major Arterial,Toronto and East York,Mid-Block,Driver,25 to 29,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,South Parkdale (85)
2,43.716772999999996,-79.259883,2018-06-14T04:00:00.000Z,558,2018,Major Arterial,Scarborough,Intersection,Motorcycle Driver,55 to 59,Motorcycle,Driving Properly, , ,Yes,Yes, ,Unknown,Clairlea-Birchmount (120)
3,43.821345,-79.31689,2010-04-13T04:00:00.000Z,559,2010,Major Arterial,Scarborough,Intersection,Passenger,70 to 74,Other, , , ,Yes, , ,Unknown,Steeles (116)
4,43.728128999999996,-79.574641,2014-11-09T05:00:00.000Z,559,2014,Major Arterial,Etobicoke York,Intersection,Passenger,20 to 24, , , , ,Yes, , ,Unknown,Rexdale-Kipling (4)
5,43.758047999999995,-79.51343100000001,2014-11-21T05:00:00.000Z,600,2014,Major Arterial,Etobicoke York,Intersection,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Unknown,Glenfield-Jane Heights (25)
6,43.801421000000005,-79.263774,2015-11-24T05:00:00.000Z,603,2015,Major Arterial,Scarborough,Intersection,Pedestrian,25 to 29, , ,Yes, ,Yes, , ,Speeding,Agincourt North (129)
7,43.652745,-79.43739000000001,2011-08-16T04:00:00.000Z,606,2011,Laneway,Toronto and East York,"Park, Private Property, Public Lane",Driver,55 to 59,"Automobile, Station Wagon",Other, , ,Yes, , ,Unknown,Dufferin Grove (83)
8,43.699228999999995,-79.58712299999999,2014-05-21T04:00:00.000Z,610,2014,Major Arterial,Etobicoke York,Intersection,Driver,40 to 44,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Unknown,West Humber-Clairville (1)
9,43.664164,-79.326206,2015-09-18T04:00:00.000Z,610,2015,Minor Arterial,Toronto and East York,Intersection,Motorcycle Driver,35 to 39,Motorcycle,Lost control, , , ,Yes, ,Lost control,Greenwood-Coxwell (65)
10,43.640547,-79.423999,2013-06-16T04:00:00.000Z,616,2013,Local,Toronto and East York,Mid-Block,Driver,40 to 44,"Automobile, Station Wagon",Other, , ,Yes, , ,Rain,South Parkdale (85)
11,43.765433,-79.29131600000001,2015-01-28T05:00:00.000Z,617,2015,Major Arterial,Scarborough,Mid-Block,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Unknown,Dorset Park (126)
12,43.655387,-79.379863,2014-09-10T04:00:00.000Z,620,2014,Laneway,Toronto and East York,Mid-Block,Pedestrian,25 to 29, , ,Yes, , , ,Yes,Unknown,Church-Yonge Corridor (75)
13,43.805159,-79.20087,2015-10-06T04:00:00.000Z,621,2015,Major Arterial,Scarborough,Mid-Block,Driver,50 to 54,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Malvern (132)
14,43.637206,-79.469287,2018-10-01T04:00:00.000Z,622,2018,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,50 to 54, , ,Yes, , , , ,Unknown,High Park-Swansea (87)
15,43.675101,-79.394183,2018-12-22T05:00:00.000Z,623,2018,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,50 to 54, , ,Yes, ,Yes, , ,Speeding,Annex (95)
16,43.702545,-79.27699,2009-11-24T05:00:00.000Z,630,2009,Minor Arterial,Scarborough,Intersection,Pedestrian,45 to 49,Other, ,Yes, ,Yes, , ,Rain,Clairlea-Birchmount (120)
17,43.645445,-79.39499,2011-10-21T04:00:00.000Z,630,2011,Major Arterial,Toronto and East York,Intersection,Pedestrian,25 to 29,Other, ,Yes, , , ,Yes,Unknown,Waterfront Communities-The Island (77)
18,43.796763,-79.315753,2016-08-30T04:00:00.000Z,630,2016,Major Arterial,Scarborough,Intersection,Passenger,25 to 29, , , , ,Yes, , ,Unknown,L'Amoreaux (117)
19,43.639189,-79.45055699999999,2015-09-24T04:00:00.000Z,636,2015,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,High Park-Swansea (87)
20,43.746845,-79.44449,2009-12-24T05:00:00.000Z,640,2009,Local,North York,Intersection,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Clanton Park (33)
21,43.671546,-79.448291,2012-11-23T05:00:00.000Z,643,2012,Minor Arterial,Toronto and East York,Intersection,Cyclist,35 to 39,Bicycle, , ,Yes,Yes, , ,Unknown,Dovercourt-Wallace Emerson-Junction (93)
22,43.812129,-79.301936,2015-02-16T05:00:00.000Z,644,2015,Major Arterial,Scarborough,Intersection,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,Milliken (130)
23,43.689231,-79.332736,2015-03-10T04:00:00.000Z,645,2015,Minor Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Danforth East York (59)
24,43.763327000000004,-79.291301,2018-11-09T05:00:00.000Z,650,2018,Major Arterial,Scarborough,Intersection,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Snow,Dorset Park (126)
25,43.766535,-79.564769,2009-03-11T04:00:00.000Z,652,2009,Major Arterial,Etobicoke York,Intersection,Pedestrian,55 to 59,Other, ,Yes, , , ,Yes,Rain,Humber Summit (21)
26,43.714145,-79.45329,2012-11-01T04:00:00.000Z,652,2012,Major Arterial,North York,Mid-Block,Pedestrian,30 to 34,Other, ,Yes, ,Yes, , ,Rain,Yorkdale-Glen Park (31)
27,43.755641,-79.61288,2017-09-15T04:00:00.000Z,652,2017,Major Arterial,Etobicoke York,Mid-Block,Passenger,55 to 59, , , , ,Yes, ,Yes,Speeding,West Humber-Clairville (1)
28,43.708445000000005,-79.39019,2010-01-18T05:00:00.000Z,655,2010,Major Arterial,Toronto and East York,Intersection,Pedestrian,60 to 64,Other, ,Yes, , , , ,Unknown,Mount Pleasant East (99)
29,43.691016,-79.450549,2016-06-22T04:00:00.000Z,655,2016,Local,Toronto and East York,Mid-Block,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,Caledonia-Fairbank (109)
30,43.765745,-79.28109,2009-10-13T04:00:00.000Z,656,2009,Major Arterial,Scarborough,Intersection,Passenger,35 to 39,Other, , , ,Yes, , ,Rain,Dorset Park (126)
31,43.691345,-79.44849,2010-01-20T05:00:00.000Z,700,2010,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,50 to 54,Other, ,Yes, ,Yes, , ,Unknown,Caledonia-Fairbank (109)
32,43.781245,-79.43289,2010-07-31T04:00:00.000Z,700,2010,Collector,North York,Intersection,Passenger,25 to 29,Other, , , ,Yes, , ,Alcohol & Speeding,Newtonbrook West (36)
33,43.765898,-79.519672,2011-12-21T05:00:00.000Z,706,2011,Major Arterial,Etobicoke York,Intersection,Pedestrian,25 to 29,Other, ,Yes, , , , ,Rain,Black Creek (24)
34,43.719565,-79.247051,2018-09-26T04:00:00.000Z,709,2018,Minor Arterial,Scarborough,Intersection,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Unknown,Cliffcrest (123)
35,43.652507,-79.397853,2013-10-16T04:00:00.000Z,710,2013,Major Arterial,Toronto and East York,Mid-Block,Cyclist,25 to 29,Bicycle, , ,Yes, , ,Yes,Unknown,Kensington-Chinatown (78)
36,43.752669,-79.437747,2016-12-06T05:00:00.000Z,712,2016,Major Arterial,North York,Mid-Block,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Lansing-Westgate (38)
37,43.658221000000005,-79.37099,2017-07-31T04:00:00.000Z,713,2017,Major Arterial,Toronto and East York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Speeding,Moss Park (73)
38,43.816945000000004,-79.22429,2009-10-23T04:00:00.000Z,715,2009,Minor Arterial,Scarborough,Intersection,Pedestrian,60 to 64,Other, ,Yes, ,Yes, , ,Rain,Malvern (132)
39,43.648974,-79.36725899999999,2017-01-03T05:00:00.000Z,717,2017,Minor Arterial,Toronto and East York,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Rain,Waterfront Communities-The Island (77)
40,43.816846999999996,-79.33645200000001,2008-11-11T05:00:00.000Z,720,2008,Major Arterial,Scarborough,Intersection,Pedestrian,55 to 59,Other, ,Yes, , , , ,Unknown,Steeles (116)
41,43.772868,-79.166332,2013-11-08T05:00:00.000Z,725,2013,Minor Arterial,Scarborough,Intersection,Pedestrian,25 to 29, , ,Yes, ,Yes, , ,Unknown,West Hill (136)
42,43.65729,-79.509113,2014-03-06T05:00:00.000Z,735,2014,Collector,Etobicoke York,Intersection,Driver,50 to 54,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Kingsway South (15)
43,43.623171,-79.481792,2015-09-03T04:00:00.000Z,736,2015,Major Arterial,Etobicoke York,Mid-Block,Pedestrian,70 to 74, , ,Yes, , , ,Yes,Unknown,Mimico (includes Humber Bay Shores) (17)
44,43.719645,-79.24709,2008-05-01T04:00:00.000Z,738,2008,Minor Arterial,Scarborough,Intersection,Pedestrian,50 to 54,Other, ,Yes, , , ,Yes,Unknown,Cliffcrest (123)
45,43.646245,-79.39819,2012-06-14T04:00:00.000Z,738,2012,Major Arterial,Toronto and East York,Intersection,Pedestrian,30 to 34,Other, ,Yes, ,Yes, , ,Unknown,Waterfront Communities-The Island (77)
46,43.638445000000004,-79.39219,2010-11-19T05:00:00.000Z,744,2010,Expressway,Toronto and East York,Intersection,Cyclist,60 to 64,Bicycle, , ,Yes, , , ,Unknown,Waterfront Communities-The Island (77)
47,43.671345,-79.39019,2008-05-30T04:00:00.000Z,746,2008,Major Arterial,Toronto and East York,Intersection,Pedestrian,70 to 74,Other, ,Yes, ,Yes, , ,Unknown,Annex (95)
48,43.782345,-79.29219,2012-12-20T05:00:00.000Z,748,2012,Major Arterial,Scarborough,Mid-Block,Pedestrian,65 to 69,Other, ,Yes, ,Yes, , ,Unknown,Tam O'Shanter-Sullivan (118)
49,43.651801,-79.43634300000001,2015-01-25T05:00:00.000Z,756,2015,Minor Arterial,Toronto and East York,Intersection,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Unknown,Little Portugal (84)
50,43.696154,-79.532726,2013-08-19T04:00:00.000Z,759,2013,Minor Arterial,Etobicoke York,Intersection,Driver,60 to 64,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Speeding,Humber Heights-Westmount (8)
51,43.753844,-79.49959100000001,2013-09-03T04:00:00.000Z,800,2013,Collector,Etobicoke York,Intersection,Pedestrian,10 to 14, , ,Yes, , , ,Yes,Unknown,York University Heights (27)
52,43.666098,-79.334277,2018-05-16T04:00:00.000Z,800,2018,Minor Arterial,Toronto and East York,Intersection,Cyclist,50 to 54,Bicycle, , ,Yes, , ,Yes,Unknown,South Riverdale (70)
53,43.821345,-79.31689,2012-05-07T04:00:00.000Z,801,2012,Major Arterial,Scarborough,Intersection,Pedestrian,30 to 34,Other, ,Yes, ,Yes, , ,Unknown,Steeles (116)
54,43.697345,-79.49899,2008-09-10T04:00:00.000Z,806,2008,Minor Arterial,Etobicoke York,Intersection,Cyclist,50 to 54,Bicycle, , ,Yes,Yes, , ,Speeding,Brookhaven-Amesbury (30)
55,43.777968,-79.211902,2014-11-04T05:00:00.000Z,807,2014,Minor Arterial,Scarborough,Mid-Block,Driver,25 to 29,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Morningside (135)
56,43.663245,-79.37259,2012-08-25T04:00:00.000Z,810,2012,Minor Arterial,Toronto and East York,Mid-Block,Pedestrian,60 to 64,Other, ,Yes, ,Yes, , ,Unknown,Moss Park (73)
57,43.77949,-79.304355,2016-11-14T05:00:00.000Z,814,2016,Major Arterial,Scarborough,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Tam O'Shanter-Sullivan (118)
58,43.788645,-79.15869,2008-10-31T04:00:00.000Z,817,2008,Expressway,Scarborough,Mid-Block,Driver,55 to 59,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Unknown,Centennial Scarborough (133)
59,43.662445,-79.45589,2010-11-17T05:00:00.000Z,818,2010,Minor Arterial,Toronto and East York,Intersection,Pedestrian,50 to 54,Other, ,Yes, , , ,Yes,Rain,High Park North (88)
60,43.658744,-79.389987,2010-06-06T04:00:00.000Z,822,2010,Major Arterial,Toronto and East York,Intersection,Pedestrian,40 to 44,Other, ,Yes, , , , ,Rain,Bay Street Corridor (76)
61,43.727645,-79.340846,2015-05-22T04:00:00.000Z,822,2015,Major Arterial,North York,Intersection,Pedestrian,45 to 49, , ,Yes, ,Yes, , ,Unknown,Banbury-Don Mills (42)
62,43.679423,-79.382312,2015-05-19T04:00:00.000Z,823,2015,Collector,Toronto and East York,Intersection,Cyclist,75 to 79,Bicycle, , ,Yes,Yes, , ,Unknown,Rosedale-Moore Park (98)
63,43.699484999999996,-79.424945,2015-11-14T05:00:00.000Z,825,2015,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,85 to 89,"Automobile, Station Wagon", ,Yes, ,Yes, , ,Unknown,Forest Hill South (101)
64,43.675115999999996,-79.357845,2014-06-16T04:00:00.000Z,827,2014,Minor Arterial,Toronto and East York,Mid-Block,Motorcycle Driver,45 to 49,Motorcycle,Driving Properly, , , ,Yes, ,Rain,North Riverdale (68)
65,43.627345,-79.56239000000001,2011-02-10T05:00:00.000Z,828,2011,Major Arterial,Etobicoke York,Intersection,Pedestrian,55 to 59,Other, ,Yes, ,Yes, , ,Unknown,Markland Wood (12)
66,43.710745,-79.44449,2012-09-11T04:00:00.000Z,840,2012,Minor Arterial,North York,Intersection,Motorcycle Driver,20 to 24,Motorcycle,Speed too Fast For Condition, , ,Yes,Yes, ,Speeding,Yorkdale-Glen Park (31)
67,43.621218,-79.560214,2017-11-02T04:00:00.000Z,840,2017,Minor Arterial,Etobicoke York,Mid-Block,Driver,35 to 39,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Islington-City Centre West (14)
68,43.788577000000004,-79.44666600000001,2014-12-18T05:00:00.000Z,843,2014,Major Arterial,North York,Mid-Block,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Newtonbrook West (36)
69,43.792445,-79.44049,2009-11-17T05:00:00.000Z,845,2009,Collector,North York,Intersection,Pedestrian,65 to 69,Other, ,Yes, ,Yes, , ,Unknown,Newtonbrook West (36)
70,43.634032,-79.43804499999999,2013-09-30T04:00:00.000Z,857,2013,Expressway,Toronto and East York,Intersection,Passenger,55 to 59, , , , ,Yes, , ,Unknown,South Parkdale (85)
71,43.712046,-79.411693,2013-04-16T04:00:00.000Z,900,2013,Major Arterial,North York,Intersection,Driver,55 to 59,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Lawrence Park South (103)
72,43.781545,-79.49449,2009-10-31T04:00:00.000Z,901,2009,Major Arterial,North York,Intersection,Driver,15 to 19,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Disobeyed Traffic Control,York University Heights (27)
73,43.793151,-79.352275,2016-03-29T04:00:00.000Z,901,2016,Major Arterial,North York,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Don Valley Village (47)
74,43.693845,-79.33849000000001,2011-08-05T04:00:00.000Z,902,2011,Collector,Toronto and East York,Intersection,Cyclist,80 to 84,Bicycle, , ,Yes,Yes, , ,Unknown,Old East York (58)
75,43.708262,-79.42094,2016-04-08T04:00:00.000Z,902,2016,Local,North York,Intersection,Driver,35 to 39,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Speeding,Forest Hill North (102)
76,43.697045,-79.54669,2012-01-26T05:00:00.000Z,903,2012,Major Arterial,Etobicoke York,Intersection,Passenger,65 to 69,Other, , , ,Yes, , ,Unknown,Kingsview Village-The Westway (6)
77,43.793151,-79.352275,2016-08-19T04:00:00.000Z,904,2016,Major Arterial,North York,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Don Valley Village (47)
78,43.63795,-79.431827,2017-10-18T04:00:00.000Z,906,2017,Major Arterial,Toronto and East York,Intersection,Cyclist,35 to 39,Bicycle, , ,Yes,Yes, , ,Unknown,South Parkdale (85)
79,43.647745,-79.40369,2012-07-09T04:00:00.000Z,907,2012,Local,Toronto and East York,Mid-Block,Passenger,80 to 84,Other, , , ,Yes, , ,Unknown,Kensington-Chinatown (78)
80,43.666945,-79.49949000000001,2008-06-18T04:00:00.000Z,909,2008,Minor Arterial,Etobicoke York,Intersection,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Rockcliffe-Smythe (111)
81,43.666346000000004,-79.34849100000001,2009-03-13T04:00:00.000Z,914,2009,Minor Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89,Other, ,Yes, , , , ,Unknown,South Riverdale (70)
82,43.706175,-79.254787,2018-08-06T04:00:00.000Z,914,2018,Local,Scarborough,Intersection,Wheelchair,80 to 84, , ,Yes, ,Yes, , ,Unknown,Birchcliffe-Cliffside (122)
83,43.688645,-79.54289,2010-06-12T04:00:00.000Z,916,2010,Major Arterial,Etobicoke York,Intersection,Driver,25 to 29,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Unknown,Kingsview Village-The Westway (6)
84,43.685545,-79.51249,2008-03-09T05:00:00.000Z,920,2008,Major Arterial,Etobicoke York,Intersection,Driver,85 to 89,"Automobile, Station Wagon",Failed to Yield Right of Way, , ,Yes, , ,Failed to Yield Right of Way,Humber Heights-Westmount (8)
85,43.636099,-79.54007299999999,2016-01-28T05:00:00.000Z,925,2016,Major Arterial,Etobicoke York,Intersection,Pedestrian,45 to 49, , ,Yes, , , , ,Unknown,Islington-City Centre West (14)
86,43.636445,-79.44399,2008-11-03T05:00:00.000Z,930,2008,Major Arterial,Toronto and East York,Mid-Block,Passenger,90 to 94,Other, , , ,Yes, , ,Unknown,South Parkdale (85)
87,43.704074,-79.410945,2015-11-26T05:00:00.000Z,934,2015,Major Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Yonge-Eglinton (100)
88,43.823569,-79.307048,2018-05-29T04:00:00.000Z,934,2018,Major Arterial,Scarborough,Intersection,Passenger,80 to 84, , , , , , , ,Unknown,Steeles (116)
89,43.738145,-79.21779000000001,2009-12-23T05:00:00.000Z,935,2009,Major Arterial,Scarborough,Mid-Block,Driver,80 to 84,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Scarborough Village (139)
90,43.725032,-79.402156,2018-05-15T04:00:00.000Z,935,2018,Major Arterial,North York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Lawrence Park South (103)
91,43.751868,-79.467212,2013-11-20T05:00:00.000Z,937,2013,Major Arterial,North York,Intersection,Cyclist,20 to 24,Bicycle, , ,Yes,Yes, , ,Speeding,Downsview-Roding-CFB (26)
92,43.779545,-79.41639,2012-08-21T04:00:00.000Z,940,2012,Major Arterial,North York,Mid-Block,Pedestrian,45 to 49,Other, ,Yes, ,Yes, , ,Unknown,Willowdale West (37)
93,43.782045000000004,-79.39149,2012-09-10T04:00:00.000Z,943,2012,Major Arterial,North York,Intersection,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Unknown,Bayview Village (52)
94,43.747714,-79.562267,2018-02-02T05:00:00.000Z,943,2018,Major Arterial,Etobicoke York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Humbermede (22)
95,43.742171,-79.272052,2014-12-07T05:00:00.000Z,944,2014,Major Arterial,Scarborough,Intersection,Driver,80 to 84,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Ionview (125)
96,43.715644,-79.44649100000001,2009-08-27T04:00:00.000Z,947,2009,Major Arterial,North York,Intersection,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Yorkdale-Glen Park (31)
97,43.672746999999994,-79.288913,2016-05-03T04:00:00.000Z,948,2016,Local,Toronto and East York,Mid-Block,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,The Beaches (63)
98,43.779303000000006,-79.390872,2017-05-31T04:00:00.000Z,950,2017,Major Arterial,North York,Intersection,Pedestrian,15 to 19, , ,Yes, ,Yes, , ,Unknown,Bayview Village (52)
99,43.792651,-79.354724,2016-03-14T04:00:00.000Z,952,2016,Major Arterial,North York,Intersection,Passenger,55 to 59, , , , ,Yes, , ,Rain,Don Valley Village (47)
100,43.789603,-79.413997,2016-02-10T05:00:00.000Z,954,2016,Local,North York,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Speeding,Newtonbrook East (50)
101,43.7396,-79.509639,2017-03-04T05:00:00.000Z,1001,2017,Major Arterial,North York,Intersection,Pedestrian,5 to 9, , ,Yes, ,Yes, , ,Unknown,Glenfield-Jane Heights (25)
102,43.661745,-79.42689,2011-01-29T05:00:00.000Z,0,2011,Major Arterial,Toronto and East York,Intersection,Pedestrian,60 to 64,Other, ,Yes, , , , ,Unknown,Dovercourt-Wallace Emerson-Junction (93)
103,43.774943,-79.347888,2013-07-28T04:00:00.000Z,1,2013,Major Arterial,North York,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Rain,Don Valley Village (47)
104,43.645896,-79.56166400000001,2015-09-26T04:00:00.000Z,1,2015,Expressway,Etobicoke York,Intersection,Driver,30 to 34,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Alcohol & Speeding,Islington-City Centre West (14)
105,43.807745000000004,-79.33239,2008-06-14T04:00:00.000Z,5,2008,Minor Arterial,Scarborough,Mid-Block,Pedestrian,25 to 29,Other, ,Yes, ,Yes, , ,Rain,Steeles (116)
106,43.807745000000004,-79.33239,2008-06-14T04:00:00.000Z,5,2008,Minor Arterial,Scarborough,Mid-Block,Pedestrian,25 to 29,Other, ,Yes, ,Yes, , ,Rain,Steeles (116)
107,43.626292,-79.528835,2015-07-06T04:00:00.000Z,8,2015,Major Arterial,Etobicoke York,Intersection,Motorcycle Driver,25 to 29,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,Islington-City Centre West (14)
108,43.743245,-79.30459,2010-02-15T05:00:00.000Z,9,2010,Major Arterial,Scarborough,Intersection,Driver,25 to 29,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Unknown,Wexford/Maryvale (119)
109,43.704645,-79.28869,2010-02-18T05:00:00.000Z,18,2010,Minor Arterial,Scarborough,Intersection,Passenger,15 to 19,Other, , , ,Yes, , ,Speeding,Clairlea-Birchmount (120)
110,43.753218,-79.53622,2018-04-23T04:00:00.000Z,20,2018,Major Arterial,Etobicoke York,Intersection,Driver,40 to 44,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Speeding,Humbermede (22)
111,43.759271999999996,-79.507922,2015-06-11T04:00:00.000Z,24,2015,Major Arterial,Etobicoke York,Intersection,Cyclist,40 to 44,Bicycle, , ,Yes,Yes, , ,Alcohol & Speeding,Glenfield-Jane Heights (25)
112,43.604773,-79.519672,2017-02-18T05:00:00.000Z,29,2017,Major Arterial,Etobicoke York,Mid-Block,Driver,30 to 34,Pick Up Truck,Failed to Yield Right of Way, , ,Yes, , ,Speeding,Mimico (includes Humber Bay Shores) (17)
113,43.677146,-79.36789300000001,2008-05-24T04:00:00.000Z,30,2008,Major Arterial,Toronto and East York,Mid-Block,Motorcycle Driver,25 to 29,Motorcycle,Exceeding Speed Limit, , , ,Yes, ,Speeding,Rosedale-Moore Park (98)
114,43.658545000000004,-79.35139000000001,2010-01-24T05:00:00.000Z,32,2010,Major Arterial,Toronto and East York,Intersection,Pedestrian,35 to 39,Other, ,Yes, , , , ,Unknown,South Riverdale (70)
115,43.755103000000005,-79.247493,2016-06-15T04:00:00.000Z,37,2016,Major Arterial,Scarborough,Mid-Block,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Bendale (127)
116,43.694745000000005,-79.51949,2008-07-12T04:00:00.000Z,38,2008,Major Arterial,Etobicoke York,Intersection,Driver,25 to 29,"Automobile, Station Wagon",Exceeding Speed Limit, , ,Yes, , ,Speeding,Humber Heights-Westmount (8)
117,43.592673,-79.542079,2017-01-21T05:00:00.000Z,40,2017,Major Arterial,Etobicoke York,Mid-Block,Driver,20 to 24,Delivery Van,Lost control, , ,Yes, , ,Speeding,Long Branch (19)
118,43.749583,-79.20591999999999,2017-12-17T05:00:00.000Z,41,2017,Major Arterial,Scarborough,Intersection,Driver,50 to 54, ,Exceeding Speed Limit, , , , , ,Speeding,Guildwood (140)
119,43.757712,-79.235263,2015-08-16T04:00:00.000Z,42,2015,Major Arterial,Scarborough,Intersection,Passenger,25 to 29, , , , ,Yes, , ,Alcohol,Woburn (137)
120,43.731745000000004,-79.267787,2013-10-20T04:00:00.000Z,45,2013,Major Arterial,Scarborough,Mid-Block,Pedestrian,20 to 24, , ,Yes, ,Yes, , ,Alcohol,Ionview (125)
121,43.777663000000004,-79.413097,2018-07-25T04:00:00.000Z,45,2018,Minor Arterial,North York,Mid-Block,Driver,20 to 24,"Automobile, Station Wagon",Exceeding Speed Limit, , ,Yes, , ,Speeding,Willowdale East (51)
122,43.786017,-79.16299000000001,2018-08-09T04:00:00.000Z,50,2018,Expressway,Scarborough,Mid-Block,Pedestrian,25 to 29, , ,Yes, ,Yes, , ,Unknown,Centennial Scarborough (133)
123,43.636045,-79.40189000000001,2008-06-27T04:00:00.000Z,53,2008,Major Arterial,Toronto and East York,Intersection,Driver,20 to 24,"Automobile, Station Wagon",Wrong Way on One Way Road, , ,Yes, , ,Alcohol & Speeding,Niagara (82)
124,43.692526,-79.343501,2015-03-20T04:00:00.000Z,58,2015,Local,Toronto and East York,Mid-Block,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Old East York (58)
125,43.69797,-79.43934899999999,2018-07-26T04:00:00.000Z,58,2018,Major Arterial,Toronto and East York,Intersection,Pedestrian,55 to 59, , ,Yes, , , ,Yes,Unknown,Oakwood Village (107)
126,43.671626,-79.36584,2015-05-07T04:00:00.000Z,100,2015,Minor Arterial,Toronto and East York,Mid-Block,Motorcycle Driver,25 to 29,Motorcycle,Lost control, , , ,Yes, ,Speeding,Cabbagetown-South St.James Town (71)
127,43.702145,-79.50359,2011-12-01T05:00:00.000Z,102,2011,Major Arterial,Etobicoke York,Intersection,Pedestrian,50 to 54,Other, ,Yes, ,Yes, , ,Unknown,Brookhaven-Amesbury (30)
128,43.634787,-79.470248,2012-09-14T04:00:00.000Z,102,2012,Expressway,Toronto and East York,Mid-Block,Motorcycle Driver,30 to 34,Motorcycle,Lost control, , ,Yes,Yes, ,Lost control,South Parkdale (85)
129,43.657740000000004,-79.370799,2015-02-18T05:00:00.000Z,104,2015,Minor Arterial,Toronto and East York,Mid-Block,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Speeding,Moss Park (73)
130,43.756845,-79.22939000000001,2010-07-18T04:00:00.000Z,110,2010,Collector,Scarborough,Intersection,Passenger,15 to 19,Other, , , ,Yes, , ,Unknown,Woburn (137)
131,43.637957,-79.39563299999999,2017-01-29T05:00:00.000Z,110,2017,Expressway,Toronto and East York,Mid-Block,Pedestrian,15 to 19, , ,Yes, ,Yes, , ,Unknown,Waterfront Communities-The Island (77)
132,43.762419,-79.406253,2018-10-08T04:00:00.000Z,117,2018,Major Arterial,North York,Mid-Block,Pedestrian,30 to 34, , ,Yes, ,Yes, , ,Unknown,Willowdale East (51)
